1.000000000000000000e+00;1.000000000000000000e+00;9.212482468443198513e+01
1.000000000000000000e+00;1.100000000000000000e+01;9.811594202898551487e+01
1.000000000000000000e+00;2.100000000000000000e+01;9.840579710144928072e+01
1.000000000000000000e+00;3.100000000000000000e+01;9.724637681159420310e+01
1.000000000000000000e+00;4.100000000000000000e+01;9.811594202898551487e+01
1.000000000000000000e+00;5.100000000000000000e+01;9.652173913043478137e+01
1.000000000000000000e+00;6.100000000000000000e+01;9.695652173913043725e+01
1.000000000000000000e+00;7.100000000000000000e+01;9.724637681159420310e+01
1.000000000000000000e+00;8.100000000000000000e+01;9.652173913043478137e+01
1.000000000000000000e+00;9.100000000000000000e+01;9.623188405797101552e+01
1.000000000000000000e+00;1.010000000000000000e+02;9.652173913043478137e+01
2.000000000000000000e+00;1.000000000000000000e+00;8.682094436652641889e+01
2.000000000000000000e+00;1.100000000000000000e+01;9.898550724637681242e+01
2.000000000000000000e+00;2.100000000000000000e+01;9.913043478260870245e+01
2.000000000000000000e+00;3.100000000000000000e+01;9.898550724637681242e+01
2.000000000000000000e+00;4.100000000000000000e+01;9.753623188405796895e+01
2.000000000000000000e+00;5.100000000000000000e+01;9.913043478260870245e+01
2.000000000000000000e+00;6.100000000000000000e+01;9.884057971014492239e+01
2.000000000000000000e+00;7.100000000000000000e+01;9.913043478260870245e+01
2.000000000000000000e+00;8.100000000000000000e+01;9.826086956521739069e+01
2.000000000000000000e+00;9.100000000000000000e+01;9.594202898550724967e+01
2.000000000000000000e+00;1.010000000000000000e+02;9.898550724637681242e+01
3.000000000000000000e+00;1.000000000000000000e+00;9.663394109396914189e+01
3.000000000000000000e+00;1.100000000000000000e+01;9.708508648901356253e+01
3.000000000000000000e+00;2.100000000000000000e+01;9.739130434782609314e+01
3.000000000000000000e+00;3.100000000000000000e+01;9.840579710144928072e+01
3.000000000000000000e+00;4.100000000000000000e+01;9.753623188405796895e+01
3.000000000000000000e+00;5.100000000000000000e+01;9.855072463768115654e+01
3.000000000000000000e+00;6.100000000000000000e+01;9.869565217391304657e+01
3.000000000000000000e+00;7.100000000000000000e+01;9.536231884057971797e+01
3.000000000000000000e+00;8.100000000000000000e+01;9.782608695652174902e+01
3.000000000000000000e+00;9.100000000000000000e+01;9.594202898550724967e+01
3.000000000000000000e+00;1.010000000000000000e+02;9.898550724637681242e+01
4.000000000000000000e+00;1.000000000000000000e+00;6.498597475455821382e+01
4.000000000000000000e+00;1.100000000000000000e+01;9.723001402524545256e+01
4.000000000000000000e+00;2.100000000000000000e+01;9.694015895278167250e+01
4.000000000000000000e+00;3.100000000000000000e+01;9.869565217391304657e+01
4.000000000000000000e+00;4.100000000000000000e+01;9.782608695652173481e+01
4.000000000000000000e+00;5.100000000000000000e+01;9.694015895278167250e+01
4.000000000000000000e+00;6.100000000000000000e+01;9.681159420289854722e+01
4.000000000000000000e+00;7.100000000000000000e+01;9.782608695652173481e+01
4.000000000000000000e+00;8.100000000000000000e+01;9.869565217391304657e+01
4.000000000000000000e+00;9.100000000000000000e+01;9.157784011220196874e+01
4.000000000000000000e+00;1.010000000000000000e+02;9.375175315568023393e+01
5.000000000000000000e+00;1.000000000000000000e+00;6.498597475455821382e+01
5.000000000000000000e+00;1.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;2.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;3.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;4.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;5.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;6.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;7.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;8.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;9.100000000000000000e+01;6.498597475455821382e+01
5.000000000000000000e+00;1.010000000000000000e+02;6.498597475455821382e+01
